"ID","MOVIE_ID","DISTRIBUTOR_ID","REVENUE_DATE","REVENUE","THEATERS"
"4059ead0-9081-47ff-b0a3-23101dc35653","47b4fdf6-6e87-4b36-ae00-3e8d2392cfa3","7f70cbea-44bb-4a5e-a700-878a7eafb2f9",2004-09-05 00:00:00.000,95654,
c441955b-cb78-4ffd-b928-7d53802ba51d,f1dbca87-18c0-47ef-b1d7-f9acc3d47bfc,b241a656-1e73-456c-aeab-4066e6d8fcd0,2004-09-05 00:00:00.000,87632,
"48f85780-cf40-4137-bc81-27b8a9a86169",a68956b0-5fa9-40f5-b519-a903671998c6,b241a656-1e73-456c-aeab-4066e6d8fcd0,2004-09-05 00:00:00.000,73604,
cf478612-f2e0-4342-8e23-3d170b836da3,da0d23e4-876a-4702-a275-d22fbef09258,"0b6bc63d-565f-4fdc-b56c-8febca5c3e99",2004-09-05 00:00:00.000,73444,
"9a05cb6d-ab3e-4274-8143-93e80037ff40","4c735130-b5ea-46cf-855b-7c2128739d3a",d15b1b0c-7aba-4dd8-b181-efbd776b3f3e,2004-09-05 00:00:00.000,65026,
"83223e15-47a8-4b64-81e2-b1142398d56d","1054c45d-99c4-4440-8751-a187e95ccbb4","0b6bc63d-565f-4fdc-b56c-8febca5c3e99",2004-09-05 00:00:00.000,39079,
"0eca0bab-86a5-4244-be21-d6b0e3a9e2b7","3ec4e722-1c92-4a19-b59a-8463a0456e20","7f70cbea-44bb-4a5e-a700-878a7eafb2f9",2004-09-05 00:00:00.000,10076,
afe5ae84-dccc-48ad-baba-12f849d3b050,cb24cbab-a5bc-4b56-88a5-f02f66e6e732,"0b6bc63d-565f-4fdc-b56c-8febca5c3e99",2004-09-05 00:00:00.000,7,
b9ac588d-1a43-4fee-b0fb-70e90cb71858,"60fd7283-1a15-49a3-9ee6-95f4acd87015","47dda236-38de-4c16-a853-ef05391e3a8c",2004-08-05 00:00:00.000,2655820,
"8e2419d8-9320-40d3-b275-ea03bdb3383b","0a697dc6-7be3-4566-896a-3fd7f0360350","299a430f-af36-4094-9ebd-b349d9a106ca",2004-08-05 00:00:00.000,1836117,
ba751f36-7bf6-40a2-9656-ec276aaecb47,"4c735130-b5ea-46cf-855b-7c2128739d3a",d15b1b0c-7aba-4dd8-b181-efbd776b3f3e,2004-08-05 00:00:00.000,913498,
"4ba46cdd-1ef2-48b4-b975-2d7a1de9e449","9b4762bd-017e-436e-9f6a-f0f9c0c59f2c","9f10d01c-6b31-4081-a010-5c028ac4b329",2004-08-05 00:00:00.000,355890,
"6cd70628-3fef-4ba1-9601-866a70fced46",fbbfc30b-bb55-4d6f-9298-46ced5af435a,d15b1b0c-7aba-4dd8-b181-efbd776b3f3e,2004-08-05 00:00:00.000,177690,
"8d502d46-15e6-492d-b14f-07a903da1d37",f1dbca87-18c0-47ef-b1d7-f9acc3d47bfc,b241a656-1e73-456c-aeab-4066e6d8fcd0,2004-08-05 00:00:00.000,103103,
e39f66e9-b908-4765-8b97-b7f69a2bcf6d,a68956b0-5fa9-40f5-b519-a903671998c6,b241a656-1e73-456c-aeab-4066e6d8fcd0,2004-08-05 00:00:00.000,85055,
d9b7cecc-8099-4267-a39e-1937397e73df,"47b4fdf6-6e87-4b36-ae00-3e8d2392cfa3","7f70cbea-44bb-4a5e-a700-878a7eafb2f9",2004-08-05 00:00:00.000,70291,
b2aaee9c-262a-4d63-a919-b38ef63a2a0e,"21b1fc93-895f-4134-80a4-cb2d7f05b105","9f10d01c-6b31-4081-a010-5c028ac4b329",2004-08-05 00:00:00.000,34621,
"3efb1430-315a-4eeb-96ee-630e19447512","3ec4e722-1c92-4a19-b59a-8463a0456e20","7f70cbea-44bb-4a5e-a700-878a7eafb2f9",2004-08-05 00:00:00.000,17146,
"9e7f9e6b-8158-449e-be0a-37c909e8955d",da0d23e4-876a-4702-a275-d22fbef09258,"0b6bc63d-565f-4fdc-b56c-8febca5c3e99",2004-08-05 00:00:00.000,8698,
"54e386cc-d26b-4022-ba0d-7329bd71ace6",cb24cbab-a5bc-4b56-88a5-f02f66e6e732,"0b6bc63d-565f-4fdc-b56c-8febca5c3e99",2004-08-05 00:00:00.000,490,
c7bce46d-298a-4c68-ae45-12964b6532f1,"24ee0b34-d981-456a-9dc6-46cc0796ebbe","807803e5-6f30-450b-ad49-3cce6a7c0876",2002-08-18 00:00:00.000,5271824,
"96f28780-4b0e-4190-b932-138b6c739b21",fbbfc30b-bb55-4d6f-9298-46ced5af435a,d15b1b0c-7aba-4dd8-b181-efbd776b3f3e,2004-06-08 00:00:00.000,7247296,
e7822339-8fd4-45f1-be4b-3e74ba22cf24,cb24cbab-a5bc-4b56-88a5-f02f66e6e732,"0b6bc63d-565f-4fdc-b56c-8febca5c3e99",2004-06-08 00:00:00.000,9445,
"1d0d0169-250a-4624-9614-dad4093bf377","9b4762bd-017e-436e-9f6a-f0f9c0c59f2c","9f10d01c-6b31-4081-a010-5c028ac4b329",2004-11-10 00:00:00.000,37645,
b852456a-ce40-4ade-9d70-f42bca95f7d5,"60fd7283-1a15-49a3-9ee6-95f4acd87015","47dda236-38de-4c16-a853-ef05391e3a8c",2004-11-10 00:00:00.000,17325,
c5afde56-e252-443c-923c-77f49ca9fec6,"21b1fc93-895f-4134-80a4-cb2d7f05b105","9f10d01c-6b31-4081-a010-5c028ac4b329",2004-11-10 00:00:00.000,16270,
fb067a0d-9d84-4d15-aea4-3efd2a3eca02,"7fef13e1-9628-4b7b-8d60-bddcce3fc5a4","299a430f-af36-4094-9ebd-b349d9a106ca",2004-11-10 00:00:00.000,8006,
"48ddadee-055b-4eb9-83ed-4641a68d4ac1","5e4bb3ab-150d-4bbf-aac7-c247a4377157","299a430f-af36-4094-9ebd-b349d9a106ca",2004-11-10 00:00:00.000,6577,
a0dd47e7-5b36-4e0c-b275-96e00db66d85,"0a697dc6-7be3-4566-896a-3fd7f0360350","299a430f-af36-4094-9ebd-b349d9a106ca",2004-11-10 00:00:00.000,5403,
a492151f-f575-4865-a9db-0eb4dada54fb,"1054c45d-99c4-4440-8751-a187e95ccbb4","0b6bc63d-565f-4fdc-b56c-8febca5c3e99",2004-11-10 00:00:00.000,846,
b91a8cfe-a875-447b-9dc9-33faa4a19bcf,da0d23e4-876a-4702-a275-d22fbef09258,"0b6bc63d-565f-4fdc-b56c-8febca5c3e99",2004-11-10 00:00:00.000,795,
"45097883-ae6b-44a5-a44b-f09c2b5d98d7","4b408d36-5e60-4dd7-9a5b-f42e6f313a85",d15b1b0c-7aba-4dd8-b181-efbd776b3f3e,2017-08-19 00:00:00.000,2822158,
dee7b9fe-27e5-4733-9c44-0ebbfcacadc9,ff15d871-7391-4cfe-8ce0-d3009e7faf68,dabbb051-cf09-4b4f-9dc4-8440b1aa6d33,2017-08-19 00:00:00.000,1854783,
"6961a396-b3a6-4cc5-bcf2-3ce62d1edf3a",caa2ab90-e2e6-4ff7-ac84-7162d117acec,"47dda236-38de-4c16-a853-ef05391e3a8c",2017-08-19 00:00:00.000,1659050,
"3cfb1158-f30e-4621-83e7-88f1af3e1587","056ee3a1-d4c1-4549-af5e-49590e18ceaa",dabbb051-cf09-4b4f-9dc4-8440b1aa6d33,2017-08-19 00:00:00.000,1638209,
"41b78326-a2b9-470a-99f8-22323e743ae9",cc823710-1692-4be5-86fc-f16e51f49d56,"8ef80bed-6961-4aa3-8703-d03d2488520b",2017-08-19 00:00:00.000,1257565,
cf4ea129-62f4-4516-9224-78b289470f1b,"9d0e99ce-2b96-4f89-89fb-74bc013077b5","1bd48384-ab03-4224-9fca-49226170a611",2017-08-19 00:00:00.000,1195551,
"099ed3eb-cedb-419c-8d6c-5a47db790998",fb65ae66-1236-475e-83e7-1c341058c1b6,"5cf87593-d6b4-4364-bfc0-cbb3b9e087cd",2017-08-19 00:00:00.000,1028622,
"4c70e743-1951-4174-931d-eb67fbbb114d",a67d7303-b4d0-4db5-a211-8ed84bb06579,d5423c4b-b87d-4c1f-8880-f1be655b3a11,2017-08-19 00:00:00.000,927260,
abca1188-6e25-46f7-b3fd-6224711e36ce,b2356486-263d-4f36-913a-23fadcbf70f8,b241a656-1e73-456c-aeab-4066e6d8fcd0,2017-08-19 00:00:00.000,865963,
d069bdb8-eaab-4f96-8272-22b299bc27c4,f7c62370-404c-4990-8d62-4d1c842713f9,"47dda236-38de-4c16-a853-ef05391e3a8c",2017-08-19 00:00:00.000,862630,
"4cb264da-28f7-447f-97fe-291b8094539f","5a32923e-3dde-44da-af79-1aeaa5f0eea5",d15b1b0c-7aba-4dd8-b181-efbd776b3f3e,2017-08-19 00:00:00.000,476228,
ec415a49-4843-4c61-8c4b-684250d81d1e,"1eecf828-5301-49f6-99fe-94ae9bf1de0e","5cf87593-d6b4-4364-bfc0-cbb3b9e087cd",2017-08-19 00:00:00.000,446157,
c07ac6f9-4b89-4bf7-bd74-c8defdd029b3,"7778eb56-4abe-4e14-9df4-252eff353e53","7e868d7d-669f-4212-b171-6d96800049ac",2017-08-19 00:00:00.000,371786,
dd13761f-bf84-4ede-9a3f-6967ef6ed614,"32dd9986-8387-4a85-9df1-7bae00fa7e09","52e15110-9dfc-4902-bfdc-a92137eecdb1",2017-08-19 00:00:00.000,359938,
e0ce508c-a382-40b2-a75e-1828139108a2,"1c6ffc07-d08a-46c7-95ef-71eb5b3bacbd",feb2f410-0876-4b20-b6b8-566b2209d917,2017-08-19 00:00:00.000,170456,
"3118a191-381b-42a8-a951-98abc1398f92",b18718d5-36e2-4b75-bc41-9810542e1cad,"807803e5-6f30-450b-ad49-3cce6a7c0876",2017-08-19 00:00:00.000,102902,
"77cf207d-37c5-4a57-90e2-000432e9fe5a","5dfbd5e5-9bee-4da0-8aee-2e46c8fd6068","36476fa3-62ae-4b2c-99fa-e143cd621788",2017-08-19 00:00:00.000,98721,
"6624912f-3f04-46de-91f9-6cc7e2f6aae4","98bfe8ff-c735-411e-ab92-eb0d87bcd941","94536a90-d274-4c00-9a75-d5e9990c6f5d",2017-08-19 00:00:00.000,89146,
af7d5b29-c1d8-40fd-9f9c-1d33ab52a474,"9b38d061-c30b-42a2-b243-88c9e35b1c0b","9f10d01c-6b31-4081-a010-5c028ac4b329",2017-08-19 00:00:00.000,89086,
"6d011691-2381-46f0-982c-8ad92352afa7","72442953-fe09-452c-8592-961a8d3341fe","7b54db8a-431c-48d8-9a53-e4e34ce711f5",2017-08-19 00:00:00.000,80600,
"52b01e27-db27-4618-b47b-e658bcc8f048",d1bf8cdb-306d-40a5-860f-ba6742f179d1,"36476fa3-62ae-4b2c-99fa-e143cd621788",2017-08-19 00:00:00.000,66376,
c386cc6a-7555-4b08-aac2-f1e990c61b09,"2d3b1bcb-d9d7-4b7a-8237-50bd52fb9046",d15b1b0c-7aba-4dd8-b181-efbd776b3f3e,2017-08-19 00:00:00.000,37461,
"20fc33e6-3682-4762-81ba-9cb4e6321b14","8b928d9d-0b1d-40f6-90c6-cf00484ba1b4","47f2ed10-c055-4f40-8ac1-be2550bbcf19",2017-08-19 00:00:00.000,35918,
"851ea905-f5d9-4a4f-b2ca-00e89525cdcc",ca43f8db-3ab0-47b3-ae9e-d4643eb538e6,"7b7a2605-9a9d-4748-834a-9775e8d3cb9a",2017-08-19 00:00:00.000,19028,
f06926c9-747c-4e57-abe3-4fda2073f172,"657c1b30-2673-4083-bf46-4e34ad14170d","47f2ed10-c055-4f40-8ac1-be2550bbcf19",2017-08-19 00:00:00.000,15330,
ca4fffb0-6eed-4e90-84d6-7bea6043e8e9,"3a665656-f97b-4f33-b81c-be0ba160f632",dabbb051-cf09-4b4f-9dc4-8440b1aa6d33,2017-08-19 00:00:00.000,12540,
bf95975c-4904-4b70-8682-45c94f0809aa,"9cfc476d-a2ca-4667-ad1e-e6693d8304f1",b70a2d93-ad65-40d7-9d8b-f121ce2dc1b3,2017-08-19 00:00:00.000,10759,
c3bcf227-e3a4-4983-8ba5-faf167e1eacd,"4ec267b7-06b0-455a-87a9-922b4a404e75","36476fa3-62ae-4b2c-99fa-e143cd621788",2017-08-19 00:00:00.000,9160,
"0bedef7d-50b3-4c24-b250-a02841420b84",acd6d0c8-494e-43bf-9127-e27631a08e0f,"47f2ed10-c055-4f40-8ac1-be2550bbcf19",2017-08-19 00:00:00.000,6398,
eadc75af-8736-46fa-b9db-b0b1e9321b7a,"294932ad-282d-4b1a-b918-0d72ba5dabdc",a2db809a-437d-4dfe-8997-1fb6f40b5a34,2017-08-19 00:00:00.000,6306,
c3d81c9a-ac52-4aee-96d2-7fea88ec366c,"6bb6a355-abec-4c0b-82dc-6d7b8cd59a17",b241a656-1e73-456c-aeab-4066e6d8fcd0,2017-08-19 00:00:00.000,6299,
a9b337e3-39b4-4783-8c43-77084b11d18d,"8db75817-5739-4033-90ea-37f507f53cd6",dabbb051-cf09-4b4f-9dc4-8440b1aa6d33,2017-08-19 00:00:00.000,1978,
"7dc736ce-a00f-46de-a904-35e5d0a556c7","7f670b00-1ed6-4b9a-b36c-490e41158802","36476fa3-62ae-4b2c-99fa-e143cd621788",2017-08-19 00:00:00.000,896,
c4f3d686-ce8a-4ecc-8f08-9059e987b004,"1270e268-8e6d-462d-9bee-cdf33643e62c","36476fa3-62ae-4b2c-99fa-e143cd621788",2017-08-19 00:00:00.000,852,
dd66cfe8-51b4-4277-b356-29bb4526263c,"7dc544df-a4ea-421b-8760-aee6962835cc","38e415e0-c594-414f-afc8-42a8249c8744",2017-08-19 00:00:00.000,426,
"8c5394cf-bf79-4406-aaaf-d7f42f4e2b17",f7c62370-404c-4990-8d62-4d1c842713f9,"47dda236-38de-4c16-a853-ef05391e3a8c",2017-10-07 00:00:00.000,127060,
dc86e9b6-f760-4c5e-bf77-82a0bd1e0aac,ff15d871-7391-4cfe-8ce0-d3009e7faf68,dabbb051-cf09-4b4f-9dc4-8440b1aa6d33,2017-10-07 00:00:00.000,100453,
"1b36a4db-3179-4df9-8e3f-045e5014f7f4","4b408d36-5e60-4dd7-9a5b-f42e6f313a85",d15b1b0c-7aba-4dd8-b181-efbd776b3f3e,2017-10-07 00:00:00.000,91730,
a5b991a8-80c8-4746-a178-79941bc5271d,"9d0e99ce-2b96-4f89-89fb-74bc013077b5","1bd48384-ab03-4224-9fca-49226170a611",2017-10-07 00:00:00.000,88083,
"8e7965fd-2b9f-4cf8-b7e4-b0a00fdc145c",b18718d5-36e2-4b75-bc41-9810542e1cad,"807803e5-6f30-450b-ad49-3cce6a7c0876",2017-10-07 00:00:00.000,48233,
ca18d1e9-370b-462c-ad5e-d10fd5021127,"5a32923e-3dde-44da-af79-1aeaa5f0eea5",d15b1b0c-7aba-4dd8-b181-efbd776b3f3e,2017-10-07 00:00:00.000,38637,
e2861d7d-9b0f-430f-b3e1-3e725a57ba94,b2356486-263d-4f36-913a-23fadcbf70f8,b241a656-1e73-456c-aeab-4066e6d8fcd0,2017-10-07 00:00:00.000,35522,
f895050f-8dd0-4a79-a41f-6afb967220b0,"056ee3a1-d4c1-4549-af5e-49590e18ceaa",dabbb051-cf09-4b4f-9dc4-8440b1aa6d33,2017-10-07 00:00:00.000,24782,
"18d99fe9-ddb6-496f-96c3-e1b9cc4377c9",cc823710-1692-4be5-86fc-f16e51f49d56,"8ef80bed-6961-4aa3-8703-d03d2488520b",2017-10-07 00:00:00.000,23790,
"94119626-6e78-41b4-abd2-9bec4ca936b0","7778eb56-4abe-4e14-9df4-252eff353e53","7e868d7d-669f-4212-b171-6d96800049ac",2017-10-07 00:00:00.000,21905,
d73c83ef-6ef7-4929-9156-080cef4f4e13,caa2ab90-e2e6-4ff7-ac84-7162d117acec,"47dda236-38de-4c16-a853-ef05391e3a8c",2017-10-07 00:00:00.000,18930,
e4b351e3-27c5-4c2b-b2e9-5d20ae5daed3,fb65ae66-1236-475e-83e7-1c341058c1b6,"5cf87593-d6b4-4364-bfc0-cbb3b9e087cd",2017-10-07 00:00:00.000,18501,
f4a3288a-ae2a-4517-a42d-d1d567767bb4,"1eecf828-5301-49f6-99fe-94ae9bf1de0e","5cf87593-d6b4-4364-bfc0-cbb3b9e087cd",2017-10-07 00:00:00.000,8735,
"7f7f1154-0c06-48e4-9d57-dde49555d32b",d1bf8cdb-306d-40a5-860f-ba6742f179d1,"36476fa3-62ae-4b2c-99fa-e143cd621788",2017-10-07 00:00:00.000,3985,
ec3b5412-7e28-4719-8872-33713d0ed30a,"5dfbd5e5-9bee-4da0-8aee-2e46c8fd6068","36476fa3-62ae-4b2c-99fa-e143cd621788",2017-10-07 00:00:00.000,3399,
aefdc15a-6b69-4766-b5e2-8a8bced8e6e4,"98bfe8ff-c735-411e-ab92-eb0d87bcd941","94536a90-d274-4c00-9a75-d5e9990c6f5d",2017-10-07 00:00:00.000,1408,
"4f9e15fa-8a1a-4fd2-a700-6ef0c1b7df39","72442953-fe09-452c-8592-961a8d3341fe","7b54db8a-431c-48d8-9a53-e4e34ce711f5",2017-10-07 00:00:00.000,1041,
e58f8bbb-b01a-4319-8e30-2e37df5abab7,"9cfc476d-a2ca-4667-ad1e-e6693d8304f1",b70a2d93-ad65-40d7-9d8b-f121ce2dc1b3,2017-10-07 00:00:00.000,852,
b2753410-3609-4e45-a6f9-9563911cbce6,"294932ad-282d-4b1a-b918-0d72ba5dabdc",a2db809a-437d-4dfe-8997-1fb6f40b5a34,2017-10-07 00:00:00.000,456,
bb9f4ed0-1f12-49fc-a50c-40918bd251c7,"32dd9986-8387-4a85-9df1-7bae00fa7e09","52e15110-9dfc-4902-bfdc-a92137eecdb1",2017-10-07 00:00:00.000,328,
b42c19c4-99af-4b2d-b9b4-b91c9afb768e,"9d0e99ce-2b96-4f89-89fb-74bc013077b5","1bd48384-ab03-4224-9fca-49226170a611",2017-09-10 00:00:00.000,781193,
c24aa487-7b08-443e-8577-ca21a505033b,"4b408d36-5e60-4dd7-9a5b-f42e6f313a85",d15b1b0c-7aba-4dd8-b181-efbd776b3f3e,2017-09-10 00:00:00.000,455434,
"0177fc93-bea4-4f47-b576-0c539e9540c9",ff15d871-7391-4cfe-8ce0-d3009e7faf68,dabbb051-cf09-4b4f-9dc4-8440b1aa6d33,2017-09-10 00:00:00.000,390674,
"5b721dc3-939d-4bdc-9b05-c1ed9e9818b8",f7c62370-404c-4990-8d62-4d1c842713f9,"47dda236-38de-4c16-a853-ef05391e3a8c",2017-09-10 00:00:00.000,301615,
"2a642a6d-aed8-4f90-bea6-70ff381e6cb1",caa2ab90-e2e6-4ff7-ac84-7162d117acec,"47dda236-38de-4c16-a853-ef05391e3a8c",2017-09-10 00:00:00.000,205085,
"40b1d6dc-e13a-4dfe-9279-5ac5c4be5799","056ee3a1-d4c1-4549-af5e-49590e18ceaa",dabbb051-cf09-4b4f-9dc4-8440b1aa6d33,2017-09-10 00:00:00.000,167056,
ecef1d01-fcdd-4436-989d-d99e8f75cbff,"5a32923e-3dde-44da-af79-1aeaa5f0eea5",d15b1b0c-7aba-4dd8-b181-efbd776b3f3e,2017-09-10 00:00:00.000,155064,
"327ab563-563a-4434-b096-5772664c11d2",fb65ae66-1236-475e-83e7-1c341058c1b6,"5cf87593-d6b4-4364-bfc0-cbb3b9e087cd",2017-09-10 00:00:00.000,135252,
c07fc7cf-e629-4eec-adb8-85716d1c2cf5,b2356486-263d-4f36-913a-23fadcbf70f8,b241a656-1e73-456c-aeab-4066e6d8fcd0,2017-09-10 00:00:00.000,117864,
"215c6b7c-9bad-4a22-b555-0683143f78b1","7778eb56-4abe-4e14-9df4-252eff353e53","7e868d7d-669f-4212-b171-6d96800049ac",2017-09-10 00:00:00.000,104167,
cdae50e8-eccc-4b88-9eb3-f18502be786d,"1eecf828-5301-49f6-99fe-94ae9bf1de0e","5cf87593-d6b4-4364-bfc0-cbb3b9e087cd",2017-09-10 00:00:00.000,94557,
"52d4226c-df51-4d80-a139-6852c1e45a56",b18718d5-36e2-4b75-bc41-9810542e1cad,"807803e5-6f30-450b-ad49-3cce6a7c0876",2017-09-10 00:00:00.000,90261,
"4c94d0c2-b87b-45b2-8cf6-55d293397a1e",a67d7303-b4d0-4db5-a211-8ed84bb06579,d5423c4b-b87d-4c1f-8880-f1be655b3a11,2017-09-10 00:00:00.000,70845,
"4bae6399-6739-401c-9634-e71083b9b4fe",cc823710-1692-4be5-86fc-f16e51f49d56,"8ef80bed-6961-4aa3-8703-d03d2488520b",2017-09-10 00:00:00.000,58174,
e3f9a0a7-5b5a-41b2-b0b5-2dc588a5d11d,"98bfe8ff-c735-411e-ab92-eb0d87bcd941","94536a90-d274-4c00-9a75-d5e9990c6f5d",2017-09-10 00:00:00.000,40517,
c2887b35-7702-470a-bb82-6697716f06cf,"5dfbd5e5-9bee-4da0-8aee-2e46c8fd6068","36476fa3-62ae-4b2c-99fa-e143cd621788",2017-09-10 00:00:00.000,27214,
"406ee131-0795-4dc8-835e-c33ecd450546","1c6ffc07-d08a-46c7-95ef-71eb5b3bacbd",feb2f410-0876-4b20-b6b8-566b2209d917,2017-09-10 00:00:00.000,26619,
cd8cdb8e-33b5-4d07-916f-b40469c4d2a5,"72442953-fe09-452c-8592-961a8d3341fe","7b54db8a-431c-48d8-9a53-e4e34ce711f5",2017-09-10 00:00:00.000,18820,
